id,quarter,avg_d,avg_u,avg_l,name
AT311,2020-04-01,31.96,13.45,23.25,Innviertel
AT311,2020-07-01,36.45,15.65,20.28,Innviertel
AT311,2020-10-01,43.14,19.81,18.77,Innviertel
AT311,2021-01-01,44.08,19.44,16.48,Innviertel
AT311,2021-04-01,47.15,20.12,16.22,Innviertel
AT311,2021-07-01,52.34,23.73,16.35,Innviertel
AT311,2021-10-01,57.84,31.74,15.77,Innviertel
AT311,2022-01-01,60.74,30.41,14.38,Innviertel
AT311,2022-04-01,70.78,35.25,15.12,Innviertel
AT312,2019-01-01,39.51,11.2,30.95,Linz-Wels
AT312,2019-04-01,41.29,11.58,27.11,Linz-Wels
AT312,2019-07-01,48.51,12.17,19.5,Linz-Wels
AT312,2019-10-01,49.1,12.44,17.97,Linz-Wels
AT312,2020-01-01,49.53,12.12,16.52,Linz-Wels
AT312,2020-04-01,53.53,12.48,16.99,Linz-Wels
AT312,2020-07-01,54.47,13.06,16.17,Linz-Wels
AT312,2020-10-01,55.93,13.4,15.9,Linz-Wels
AT312,2021-01-01,60.52,14.05,14.57,Linz-Wels
AT312,2021-04-01,66.51,15.24,14.35,Linz-Wels
AT312,2021-07-01,68.91,16.62,15.4,Linz-Wels
AT312,2021-10-01,70.27,16.93,15.25,Linz-Wels
AT312,2022-01-01,74.43,18.32,14.41,Linz-Wels
AT312,2022-04-01,76.8,19.08,14.72,Linz-Wels
AT313,2019-01-01,26.37,10.12,36.74,Mühlviertel
AT313,2019-04-01,26.11,10.01,33.16,Mühlviertel
AT313,2019-07-01,27.65,9.51,25.05,Mühlviertel
AT313,2019-10-01,30.49,10.79,21.94,Mühlviertel
AT313,2020-01-01,30.36,10.51,22.01,Mühlviertel
AT313,2020-04-01,33.17,10.7,21.86,Mühlviertel
AT313,2020-07-01,35.67,12.33,19.12,Mühlviertel
AT313,2020-10-01,37.33,12.14,18.75,Mühlviertel
AT313,2021-01-01,39.75,12.77,18.04,Mühlviertel
AT313,2021-04-01,43.91,14.3,19.17,Mühlviertel
AT313,2021-07-01,45.11,16.64,19.59,Mühlviertel
AT313,2021-10-01,47.86,15.5,18.36,Mühlviertel
AT313,2022-01-01,49.95,17.39,17.35,Mühlviertel
AT313,2022-04-01,54.69,17.49,18.24,Mühlviertel
AT314,2019-01-01,31.14,10.71,31.73,Steyr-Kirchdorf
AT314,2019-04-01,33.19,9.93,27.9,Steyr-Kirchdorf
AT314,2019-07-01,37.18,11.02,21.64,Steyr-Kirchdorf
AT314,2019-10-01,37.27,11.97,22.54,Steyr-Kirchdorf
AT314,2020-01-01,38.96,12.74,18.71,Steyr-Kirchdorf
AT314,2020-04-01,41.05,13.6,21.4,Steyr-Kirchdorf
AT314,2020-07-01,38.67,12.63,19.22,Steyr-Kirchdorf
AT314,2020-10-01,45.93,15.05,18.35,Steyr-Kirchdorf
AT314,2021-01-01,45.12,14.26,16.18,Steyr-Kirchdorf
AT314,2021-04-01,56.5,18.43,14.94,Steyr-Kirchdorf
AT314,2021-07-01,54.41,18.5,17.23,Steyr-Kirchdorf
AT314,2021-10-01,55.37,17.67,18.67,Steyr-Kirchdorf
AT314,2022-01-01,63.92,23.91,16.45,Steyr-Kirchdorf
AT314,2022-04-01,59.23,20.58,17.08,Steyr-Kirchdorf
AT315,2019-01-01,29.19,10.85,39.18,Traunviertel
AT315,2019-04-01,31.84,11.82,33.05,Traunviertel
AT315,2019-07-01,33.54,12.75,24.94,Traunviertel
AT315,2019-10-01,39.07,13.78,23.15,Traunviertel
AT315,2020-01-01,40.98,15.14,19.43,Traunviertel
AT315,2020-04-01,41.24,13.96,20.73,Traunviertel
AT315,2020-07-01,44.81,15.49,18.65,Traunviertel
AT315,2020-10-01,53.07,18.18,17.44,Traunviertel
AT315,2021-01-01,60.46,18.4,15.34,Traunviertel
AT315,2021-04-01,66.64,18.9,14.92,Traunviertel
AT315,2021-07-01,63.63,20.31,14.8,Traunviertel
AT315,2021-10-01,69.72,21.2,14.61,Traunviertel
AT315,2022-01-01,74.66,22.45,14.47,Traunviertel
AT315,2022-04-01,74.04,23.3,14.06,Traunviertel
AT321,2019-01-01,19.17,8.12,31.45,Lungau
AT321,2019-04-01,22.62,8.4,35.84,Lungau
AT321,2019-07-01,22.58,10.09,24.87,Lungau
AT321,2019-10-01,31.45,10.8,20.14,Lungau
AT321,2020-01-01,23.85,9.51,19.99,Lungau
AT321,2020-04-01,30.81,8.15,20.91,Lungau
AT321,2020-07-01,26.51,9.08,19.45,Lungau
AT321,2020-10-01,36.53,10.75,16.82,Lungau
AT321,2021-01-01,33.41,8.12,16.57,Lungau
AT321,2021-04-01,38.48,9.17,16.38,Lungau
AT321,2021-07-01,41.45,13.45,20.74,Lungau
AT321,2021-10-01,49.49,19.88,17.1,Lungau
AT321,2022-01-01,44,19.13,16.46,Lungau
AT321,2022-04-01,41.18,13.33,19.26,Lungau
AT322,2019-01-01,22.45,9.64,32.06,Pinzgau-Pongau
AT322,2019-04-01,25.98,10.02,28.8,Pinzgau-Pongau
AT322,2019-07-01,25.47,10.27,27.19,Pinzgau-Pongau
AT322,2019-10-01,36,12.64,18.15,Pinzgau-Pongau
AT322,2020-01-01,30.5,11.86,19.96,Pinzgau-Pongau
AT322,2020-04-01,42.35,11.9,17.82,Pinzgau-Pongau
AT322,2020-07-01,35.64,13.33,18.09,Pinzgau-Pongau
AT322,2020-10-01,45.73,12.03,16.62,Pinzgau-Pongau
AT322,2021-01-01,50.3,12.86,15.91,Pinzgau-Pongau
AT322,2021-04-01,59.22,15.68,14.28,Pinzgau-Pongau
AT322,2021-07-01,45.57,18.74,15.02,Pinzgau-Pongau
AT322,2021-10-01,58.04,17.75,15.65,Pinzgau-Pongau
AT322,2022-01-01,48.2,18.46,16.87,Pinzgau-Pongau
AT322,2022-04-01,57.21,19.75,15.71,Pinzgau-Pongau
AT323,2019-01-01,26.24,10.19,29.86,Salzburg und Umgebung
AT323,2019-04-01,27.65,10.66,28.96,Salzburg und Umgebung
AT323,2019-07-01,30.39,10.33,25.13,Salzburg und Umgebung
AT323,2019-10-01,38.26,11.44,19.32,Salzburg und Umgebung
AT323,2020-01-01,39.4,11.46,17.86,Salzburg und Umgebung
AT323,2020-04-01,42.19,11.36,18.87,Salzburg und Umgebung
AT323,2020-07-01,41.18,12.06,17.27,Salzburg und Umgebung
AT323,2020-10-01,44.74,11.35,16.75,Salzburg und Umgebung
AT323,2021-01-01,51.02,12.21,15.8,Salzburg und Umgebung
AT323,2021-04-01,54.05,13.77,15.34,Salzburg und Umgebung
AT323,2021-07-01,55.08,15.53,14.39,Salzburg und Umgebung
AT323,2021-10-01,63.16,14.76,15.19,Salzburg und Umgebung
AT323,2022-01-01,65.56,15.65,15.21,Salzburg und Umgebung
AT323,2022-04-01,65.36,17.44,14.58,Salzburg und Umgebung
AT331,2019-01-01,19.61,7.26,34.43,Außerfern
AT331,2019-04-01,23.05,8.53,31.71,Außerfern
AT331,2019-07-01,22.47,7.6,34.27,Außerfern
AT331,2019-10-01,26.2,8.84,28.1,Außerfern
AT331,2020-01-01,24.88,7.68,28.34,Außerfern
AT331,2020-04-01,29.68,9.07,23.28,Außerfern
AT331,2020-07-01,25.06,8.29,27.14,Außerfern
AT331,2020-10-01,32.9,9.57,24.38,Außerfern
AT331,2021-01-01,36.94,10.65,25,Außerfern
AT331,2021-04-01,42.75,11.25,26.04,Außerfern
AT331,2021-07-01,34.79,10.14,27.11,Außerfern
AT331,2021-10-01,46.05,12.93,22.44,Außerfern
AT331,2022-01-01,45.4,13.32,25.81,Außerfern
AT331,2022-04-01,44.97,16.18,21.76,Außerfern
AT332,2019-01-01,38.28,10.6,31.32,Innsbruck
AT332,2019-04-01,44.24,11.8,19.38,Innsbruck
AT332,2019-07-01,42.96,12.02,24.95,Innsbruck
AT332,2019-10-01,46.79,11.39,24.11,Innsbruck
AT332,2020-01-01,47.87,12.33,24.74,Innsbruck
AT332,2020-04-01,55.49,12.35,19.36,Innsbruck
AT332,2020-07-01,69.9,14.19,20.4,Innsbruck
AT332,2020-10-01,63.59,15.88,22.57,Innsbruck
AT332,2021-01-01,65.76,14.95,19.42,Innsbruck
AT332,2021-04-01,NA,11.79,14.33,Innsbruck
AT332,2021-07-01,86.86,13.99,15.85,Innsbruck
AT332,2021-10-01,81.79,18.24,22.71,Innsbruck
AT332,2022-01-01,80.44,18.42,21.39,Innsbruck
AT332,2022-04-01,81.17,21.29,20.59,Innsbruck
AT333,2019-01-01,24.44,8.13,42.45,Osttirol
AT333,2019-04-01,28.23,8.46,40.34,Osttirol
AT333,2019-07-01,26.06,7.62,36.26,Osttirol
AT333,2019-10-01,44.66,12.99,28.92,Osttirol
AT333,2020-01-01,35.91,11.55,28.99,Osttirol
AT333,2020-04-01,39.53,10.95,28.45,Osttirol
AT333,2020-07-01,40.62,11.33,30.88,Osttirol
AT333,2020-10-01,51.37,15.09,26.07,Osttirol
AT333,2021-01-01,51.22,14.44,26.18,Osttirol
AT333,2021-04-01,62.84,16.63,24.84,Osttirol
AT333,2021-07-01,51.53,13.16,28.64,Osttirol
AT333,2021-10-01,63.45,17.38,26.54,Osttirol
AT333,2022-01-01,67.66,16.42,26.91,Osttirol
AT333,2022-04-01,63.45,16.01,25.51,Osttirol
AT334,2019-01-01,21.28,8.84,34.32,Tiroler Oberland
AT334,2019-04-01,25.76,10.13,37.44,Tiroler Oberland
AT334,2019-07-01,26.75,10.11,28.42,Tiroler Oberland
AT334,2019-10-01,28.32,10.52,28.09,Tiroler Oberland
AT334,2020-01-01,24.56,8.95,25.92,Tiroler Oberland
AT334,2020-04-01,30.3,10.33,27.17,Tiroler Oberland
AT334,2020-07-01,26.95,9.45,26.47,Tiroler Oberland
AT334,2020-10-01,42.52,12.83,23.61,Tiroler Oberland
AT334,2021-01-01,44.81,13.43,23.12,Tiroler Oberland
AT334,2021-04-01,45.1,13.27,23.85,Tiroler Oberland
AT334,2021-07-01,39.57,12.29,22.56,Tiroler Oberland
AT334,2021-10-01,51.17,15.85,22.26,Tiroler Oberland
AT334,2022-01-01,49.08,16.11,23.15,Tiroler Oberland
AT334,2022-04-01,57.85,19.71,19.27,Tiroler Oberland
AT335,2019-01-01,30.18,9.95,35.85,Tiroler Unterland
AT335,2019-04-01,39.23,11.59,36.9,Tiroler Unterland
AT335,2019-07-01,37.35,10.89,25.45,Tiroler Unterland
AT335,2019-10-01,41.53,12.31,23.54,Tiroler Unterland
AT335,2020-01-01,38.96,11.69,24.79,Tiroler Unterland
AT335,2020-04-01,48.23,13.18,23.06,Tiroler Unterland
AT335,2020-07-01,47.95,14.19,21.47,Tiroler Unterland
AT335,2020-10-01,57.35,15.62,21.02,Tiroler Unterland
AT335,2021-01-01,61.97,17.52,20.26,Tiroler Unterland
AT335,2021-04-01,69.85,18.05,19.48,Tiroler Unterland
AT335,2021-07-01,60.98,16.7,21.03,Tiroler Unterland
AT335,2021-10-01,74.02,19.39,19.28,Tiroler Unterland
AT335,2022-01-01,73.51,19.59,20.85,Tiroler Unterland
AT335,2022-04-01,79.71,21.79,18.15,Tiroler Unterland
AT341,2019-01-01,22.54,7.28,43.7,Bludenz-Bregenzer Wald
AT341,2019-04-01,30.32,10.68,35.93,Bludenz-Bregenzer Wald
AT341,2019-07-01,28.52,8.27,28.71,Bludenz-Bregenzer Wald
AT341,2019-10-01,34.62,9.04,26.37,Bludenz-Bregenzer Wald
AT341,2020-01-01,30.39,8.38,30.49,Bludenz-Bregenzer Wald
AT341,2020-04-01,42.18,9.68,24.77,Bludenz-Bregenzer Wald
AT341,2020-07-01,34.15,8.98,27.91,Bludenz-Bregenzer Wald
AT341,2020-10-01,40.77,9.87,25.04,Bludenz-Bregenzer Wald
AT341,2021-01-01,42.24,10.57,30.71,Bludenz-Bregenzer Wald
AT341,2021-04-01,48.26,12.21,24.73,Bludenz-Bregenzer Wald
AT341,2021-07-01,39.95,10.28,25.39,Bludenz-Bregenzer Wald
AT341,2021-10-01,52.61,12.84,24.2,Bludenz-Bregenzer Wald
AT341,2022-01-01,45.52,11.83,25.12,Bludenz-Bregenzer Wald
AT341,2022-04-01,54.42,13.28,22.38,Bludenz-Bregenzer Wald
AT342,2019-01-01,39.98,10.53,50.62,Rheintal-Bodenseegebiet
AT342,2019-04-01,45.12,11.64,41.83,Rheintal-Bodenseegebiet
AT342,2019-07-01,37.98,10.32,32.13,Rheintal-Bodenseegebiet
AT342,2019-10-01,47.22,11.95,31.61,Rheintal-Bodenseegebiet
AT342,2020-01-01,48.31,12.14,31.34,Rheintal-Bodenseegebiet
AT342,2020-04-01,54.16,12.72,31.39,Rheintal-Bodenseegebiet
AT342,2020-07-01,61.62,15.44,32.31,Rheintal-Bodenseegebiet
AT342,2020-10-01,66.51,15.49,30.84,Rheintal-Bodenseegebiet
AT342,2021-01-01,71.9,17.07,30.96,Rheintal-Bodenseegebiet
AT342,2021-04-01,77.46,19.18,28.69,Rheintal-Bodenseegebiet
AT342,2021-07-01,74.84,17.91,29.14,Rheintal-Bodenseegebiet
AT342,2021-10-01,77.87,18.69,29.19,Rheintal-Bodenseegebiet
AT342,2022-01-01,92.39,21.07,28.51,Rheintal-Bodenseegebiet
AT342,2022-04-01,88.84,22.27,26.32,Rheintal-Bodenseegebiet
BE100,2019-01-01,54.57,14.16,16.95,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2019-04-01,57.05,13.74,17.25,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2019-07-01,58.43,14.2,16.08,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2019-10-01,68.05,15.1,13.89,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2020-01-01,66.95,14.41,14.12,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2020-04-01,73.38,15.85,13.85,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2020-07-01,78.09,16.53,14.52,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2020-10-01,81.53,16.36,13.18,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2021-01-01,86.25,16.86,12.73,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2021-04-01,101.18,17.88,12.38,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2021-07-01,101.39,18.79,13.63,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2021-10-01,106.4,19.53,14,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2022-01-01,115.38,22.95,12.56,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE100,2022-04-01,117.38,28.97,12.63,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad
BE211,2019-01-01,71.12,15.9,17.8,Arr. Antwerpen
BE211,2019-04-01,71.39,15.35,15.69,Arr. Antwerpen
BE211,2019-07-01,80.93,16.39,14.06,Arr. Antwerpen
BE211,2019-10-01,95.16,17.69,13.35,Arr. Antwerpen
BE211,2020-01-01,93.08,16.71,13.25,Arr. Antwerpen
BE211,2020-04-01,97.21,18.19,12.94,Arr. Antwerpen
BE211,2020-07-01,98.59,18.26,13.3,Arr. Antwerpen
BE211,2020-10-01,108.24,18.83,12.93,Arr. Antwerpen
BE211,2021-01-01,112.9,19.24,12.42,Arr. Antwerpen
BE211,2021-04-01,127.39,20.63,12.46,Arr. Antwerpen
BE211,2021-07-01,129.46,21.53,12.76,Arr. Antwerpen
BE211,2021-10-01,137.3,22.74,12.81,Arr. Antwerpen
BE211,2022-01-01,136.48,23.48,12.84,Arr. Antwerpen
BE211,2022-04-01,134.81,26.12,13.07,Arr. Antwerpen
BE212,2019-01-01,74.66,16.71,16.22,Arr. Mechelen
BE212,2019-04-01,75.97,16.37,17.54,Arr. Mechelen
BE212,2019-07-01,85.59,16.34,15.5,Arr. Mechelen
BE212,2019-10-01,97.32,17.45,14.05,Arr. Mechelen
BE212,2020-01-01,96.23,16.87,14.21,Arr. Mechelen
BE212,2020-04-01,100.82,17.97,14.14,Arr. Mechelen
BE212,2020-07-01,100.84,17.47,13.94,Arr. Mechelen
BE212,2020-10-01,105.96,17.64,14,Arr. Mechelen
BE212,2021-01-01,112.94,18.32,13.16,Arr. Mechelen
BE212,2021-04-01,123.79,19.64,13.33,Arr. Mechelen
BE212,2021-07-01,130.65,20.2,14.2,Arr. Mechelen
BE212,2021-10-01,135.85,21,14.15,Arr. Mechelen
BE212,2022-01-01,135.97,21.28,13.76,Arr. Mechelen
BE212,2022-04-01,134.57,23.27,14.65,Arr. Mechelen
BE213,2019-01-01,69.3,15.39,18.18,Arr. Turnhout
BE213,2019-04-01,70.58,16.59,16.9,Arr. Turnhout
BE213,2019-07-01,77.07,16.6,15.24,Arr. Turnhout
BE213,2019-10-01,93.79,17.67,14.06,Arr. Turnhout
BE213,2020-01-01,94.09,17.62,14.56,Arr. Turnhout
BE213,2020-04-01,94.53,18.96,13.81,Arr. Turnhout
BE213,2020-07-01,94.7,18.88,13.53,Arr. Turnhout
BE213,2020-10-01,101.42,19.09,13.94,Arr. Turnhout
BE213,2021-01-01,104.69,19.35,12.8,Arr. Turnhout
BE213,2021-04-01,117.84,20.49,12.96,Arr. Turnhout
BE213,2021-07-01,129.57,20.96,13.53,Arr. Turnhout
BE213,2021-10-01,127.32,21.34,14.38,Arr. Turnhout
BE213,2022-01-01,130.62,22.27,14.09,Arr. Turnhout
BE213,2022-04-01,126.49,22.35,13.92,Arr. Turnhout
BE223,2019-01-01,74.59,15.72,18.27,Arr. Tongeren
BE223,2019-04-01,76.01,15.91,16.3,Arr. Tongeren
BE223,2019-07-01,72.9,15.84,16.72,Arr. Tongeren
BE223,2019-10-01,90.21,17.17,15.84,Arr. Tongeren
BE223,2020-01-01,87.02,16.03,15.92,Arr. Tongeren
BE223,2020-04-01,89.45,17.4,15.8,Arr. Tongeren
BE223,2020-07-01,88.35,17.15,16.37,Arr. Tongeren
BE223,2020-10-01,105.09,18.51,14.82,Arr. Tongeren
BE223,2021-01-01,106.57,20.5,14.42,Arr. Tongeren
BE223,2021-04-01,117.27,20.11,13.83,Arr. Tongeren
BE223,2021-07-01,114.76,20.35,14.12,Arr. Tongeren
BE223,2021-10-01,125.96,20.02,14.64,Arr. Tongeren
BE223,2022-01-01,125.56,20.69,14.3,Arr. Tongeren
BE223,2022-04-01,125.05,22.33,14,Arr. Tongeren
BE224,2019-01-01,65,14.93,16.46,Arr. Hasselt
BE224,2019-04-01,78.6,15.26,15.89,Arr. Hasselt
BE224,2019-07-01,77.53,16.06,14.79,Arr. Hasselt
BE224,2019-10-01,92.4,17.48,14.64,Arr. Hasselt
BE224,2020-01-01,94.62,17,14.71,Arr. Hasselt
BE224,2020-04-01,98.3,17.89,14.48,Arr. Hasselt
BE224,2020-07-01,95.53,19.87,15.19,Arr. Hasselt
BE224,2020-10-01,104.08,19.61,13.71,Arr. Hasselt
BE224,2021-01-01,113.47,19.75,13.26,Arr. Hasselt
BE224,2021-04-01,121.99,20.07,12.73,Arr. Hasselt
BE224,2021-07-01,128.32,20.66,13.14,Arr. Hasselt
BE224,2021-10-01,142.77,22.51,13.48,Arr. Hasselt
BE224,2022-01-01,136.43,22.44,13.5,Arr. Hasselt
BE224,2022-04-01,133.45,22.28,13.82,Arr. Hasselt
BE225,2019-01-01,74.06,15.03,18.39,Arr. Maaseik
BE225,2019-04-01,72.46,14.83,16.78,Arr. Maaseik
BE225,2019-07-01,81.66,15.45,16.45,Arr. Maaseik
BE225,2019-10-01,93.77,16.66,15.34,Arr. Maaseik
BE225,2020-01-01,88.89,15.73,15.69,Arr. Maaseik
BE225,2020-04-01,92.91,17.89,15.75,Arr. Maaseik
BE225,2020-07-01,90.91,16.98,17.7,Arr. Maaseik
BE225,2020-10-01,94.45,17.66,15.24,Arr. Maaseik
BE225,2021-01-01,103.59,18.31,13.99,Arr. Maaseik
BE225,2021-04-01,120.76,19.62,13.57,Arr. Maaseik
BE225,2021-07-01,126.1,19.63,13.61,Arr. Maaseik
BE225,2021-10-01,131.94,20.1,14.06,Arr. Maaseik
BE225,2022-01-01,130.16,20.38,13.81,Arr. Maaseik
BE225,2022-04-01,128.51,21.11,14.71,Arr. Maaseik
BE231,2019-01-01,70.97,14.98,16.4,Arr. Aalst
BE231,2019-04-01,75.33,14.87,16.33,Arr. Aalst
BE231,2019-07-01,76.14,15.17,16.28,Arr. Aalst
BE231,2019-10-01,94.49,16.87,15.26,Arr. Aalst
BE231,2020-01-01,92.25,16.48,14.75,Arr. Aalst
BE231,2020-04-01,97.2,17.61,14.97,Arr. Aalst
BE231,2020-07-01,102.77,18.45,15.37,Arr. Aalst
BE231,2020-10-01,103.9,18.22,14.41,Arr. Aalst
BE231,2021-01-01,105.44,18.32,12.84,Arr. Aalst
BE231,2021-04-01,117.66,19.34,13.75,Arr. Aalst
BE231,2021-07-01,129.87,21.5,13.38,Arr. Aalst
BE231,2021-10-01,124.59,20.76,14.34,Arr. Aalst
BE231,2022-01-01,130.24,21.64,14.12,Arr. Aalst
BE231,2022-04-01,128.86,23.22,14.15,Arr. Aalst
BE232,2019-01-01,75.1,15.68,16.1,Arr. Dendermonde
BE232,2019-04-01,78.56,14.97,16.58,Arr. Dendermonde
BE232,2019-07-01,89.09,16.7,15.69,Arr. Dendermonde
BE232,2019-10-01,97.54,17.3,14.38,Arr. Dendermonde
BE232,2020-01-01,96.69,16.95,14.9,Arr. Dendermonde
BE232,2020-04-01,94.42,17.59,14.88,Arr. Dendermonde
BE232,2020-07-01,99.04,17.85,14.92,Arr. Dendermonde
BE232,2020-10-01,107.96,18.78,13.36,Arr. Dendermonde
BE232,2021-01-01,108.58,18.42,13.81,Arr. Dendermonde
BE232,2021-04-01,122.6,19.39,13.22,Arr. Dendermonde
BE232,2021-07-01,130.51,20.72,13.7,Arr. Dendermonde
BE232,2021-10-01,130.17,20.67,14.59,Arr. Dendermonde
BE232,2022-01-01,128.79,20.47,14.74,Arr. Dendermonde
BE232,2022-04-01,127.65,21.77,14.61,Arr. Dendermonde
BE233,2019-01-01,73.34,14.29,15.4,Arr. Eeklo
BE233,2019-04-01,84.71,14.78,15.67,Arr. Eeklo
BE233,2019-07-01,86.01,15.93,14.76,Arr. Eeklo
BE233,2019-10-01,99.67,17.35,14.03,Arr. Eeklo
BE233,2020-01-01,98.32,17.29,16.09,Arr. Eeklo
BE233,2020-04-01,105.95,18.73,16.35,Arr. Eeklo
BE233,2020-07-01,95.2,18.74,14.81,Arr. Eeklo
BE233,2020-10-01,100.95,17.67,15.39,Arr. Eeklo
BE233,2021-01-01,104,18.42,14.21,Arr. Eeklo
BE233,2021-04-01,127.96,19.1,13.77,Arr. Eeklo
BE233,2021-07-01,140.64,21.75,14.49,Arr. Eeklo
BE233,2021-10-01,135.03,20.11,15.02,Arr. Eeklo
BE233,2022-01-01,139.63,22.99,14.48,Arr. Eeklo
BE233,2022-04-01,132.4,24.16,14.33,Arr. Eeklo
BE234,2019-01-01,67.52,15.66,16.49,Arr. Gent
BE234,2019-04-01,75.8,16.23,16.96,Arr. Gent
BE234,2019-07-01,82.3,16.61,14.51,Arr. Gent
BE234,2019-10-01,91.36,17.06,14.63,Arr. Gent
BE234,2020-01-01,92.09,16.8,15.13,Arr. Gent
BE234,2020-04-01,94.45,18.37,14.76,Arr. Gent
BE234,2020-07-01,96.56,18.92,14.37,Arr. Gent
BE234,2020-10-01,106.93,19.99,13.9,Arr. Gent
BE234,2021-01-01,111.21,20.24,13.46,Arr. Gent
BE234,2021-04-01,125.55,21.37,12.84,Arr. Gent
BE234,2021-07-01,126.66,22.71,13.7,Arr. Gent
BE234,2021-10-01,135.9,23.47,13.36,Arr. Gent
BE234,2022-01-01,137.7,24.82,13.22,Arr. Gent
BE234,2022-04-01,135.35,28.56,13.22,Arr. Gent
BE235,2019-01-01,65.65,13.82,21.7,Arr. Oudenaarde
BE235,2019-04-01,77.33,14.65,18.26,Arr. Oudenaarde
BE235,2019-07-01,70.17,14.61,16.22,Arr. Oudenaarde
BE235,2019-10-01,88.55,16.44,15.36,Arr. Oudenaarde
BE235,2020-01-01,79.16,14.29,16.09,Arr. Oudenaarde
BE235,2020-04-01,88.18,17.5,15.74,Arr. Oudenaarde
BE235,2020-07-01,94.03,17.42,15.7,Arr. Oudenaarde
BE235,2020-10-01,93.59,17.81,14.3,Arr. Oudenaarde
BE235,2021-01-01,99.84,16.85,16.22,Arr. Oudenaarde
BE235,2021-04-01,109.03,17.86,14.92,Arr. Oudenaarde
BE235,2021-07-01,127.31,20.32,14.05,Arr. Oudenaarde
BE235,2021-10-01,134.07,20.31,14.74,Arr. Oudenaarde
BE235,2022-01-01,133.34,19.67,14.59,Arr. Oudenaarde
BE235,2022-04-01,123.46,19.78,14.32,Arr. Oudenaarde
BE236,2019-01-01,73.99,15.29,16.73,Arr. Sint-Niklaas
BE236,2019-04-01,76.92,15.29,16.19,Arr. Sint-Niklaas
BE236,2019-07-01,75.21,14.65,15.29,Arr. Sint-Niklaas
BE236,2019-10-01,89.52,16.38,14.87,Arr. Sint-Niklaas
BE236,2020-01-01,89.47,16.36,14.61,Arr. Sint-Niklaas
BE236,2020-04-01,95.07,17.66,14.56,Arr. Sint-Niklaas
BE236,2020-07-01,97.68,17.91,16.11,Arr. Sint-Niklaas
BE236,2020-10-01,104.43,18.38,14.3,Arr. Sint-Niklaas
BE236,2021-01-01,101.15,17.99,14.41,Arr. Sint-Niklaas
BE236,2021-04-01,120.95,19.32,13.6,Arr. Sint-Niklaas
BE236,2021-07-01,121.19,20.31,14.33,Arr. Sint-Niklaas
BE236,2021-10-01,129.8,20.55,14.42,Arr. Sint-Niklaas
BE236,2022-01-01,138.84,21.82,14.76,Arr. Sint-Niklaas
BE236,2022-04-01,133.3,22.76,14.87,Arr. Sint-Niklaas
BE241,2019-01-01,70.71,15.69,15.51,Arr. Halle-Vilvoorde
BE241,2019-04-01,72.11,15.26,15.55,Arr. Halle-Vilvoorde
BE241,2019-07-01,79.63,15.92,14.47,Arr. Halle-Vilvoorde
BE241,2019-10-01,91.32,16.99,13.69,Arr. Halle-Vilvoorde
BE241,2020-01-01,83.48,16.23,13.26,Arr. Halle-Vilvoorde
BE241,2020-04-01,86.29,17.52,13.56,Arr. Halle-Vilvoorde
BE241,2020-07-01,92.43,17.84,14.46,Arr. Halle-Vilvoorde
BE241,2020-10-01,103.77,18.24,12.84,Arr. Halle-Vilvoorde
BE241,2021-01-01,103.31,18.7,12.66,Arr. Halle-Vilvoorde
BE241,2021-04-01,120.73,19.78,12.72,Arr. Halle-Vilvoorde
BE241,2021-07-01,124.07,20.41,13.91,Arr. Halle-Vilvoorde
BE241,2021-10-01,124.77,21.04,13.84,Arr. Halle-Vilvoorde
BE241,2022-01-01,128.27,22.36,13.35,Arr. Halle-Vilvoorde
BE241,2022-04-01,127.5,26.21,12.87,Arr. Halle-Vilvoorde
BE242,2019-01-01,69.59,15.26,16.38,Arr. Leuven
BE242,2019-04-01,74.25,15.62,16.26,Arr. Leuven
BE242,2019-07-01,79.44,16.46,14.32,Arr. Leuven
BE242,2019-10-01,93.54,17.42,13.57,Arr. Leuven
BE242,2020-01-01,92.46,16.77,14.31,Arr. Leuven
BE242,2020-04-01,89.6,17.99,14.19,Arr. Leuven
BE242,2020-07-01,95.89,17.95,13.86,Arr. Leuven
BE242,2020-10-01,107.96,18.49,13.77,Arr. Leuven
BE242,2021-01-01,108.31,19.14,13,Arr. Leuven
BE242,2021-04-01,124.13,19.88,12.99,Arr. Leuven
BE242,2021-07-01,127.19,20.56,13.43,Arr. Leuven
